	Locustag	Gene	Description	FeatureType	pcnB	WT	cluster
3382	DN756_09875		electron transport complex subunit A	CDS	0.4406742280691513	0.4816172091444889	2
3383	DN756_09880	rsxB	electron transport complex subunit RsxB	CDS	0.47654177915741164	0.5352523921088758	2
3384	DN756_08150		YceK/YidQ family lipoprotein	CDS	0.44844905075659397	0.4540213031113867	2
3385	DN756_09890		right oriC-binding transcriptional activator	CDS	0.5705764150520416	0.45975143973849514	2
3386	DN756_09895	rsxD	electron transport complex subunit RsxD	CDS	0.5001756731796283	0.42966013997582375	2
3387	DN756_09900		electron transport complex subunit G	CDS	0.5472580484620987	0.4412084601896777	2
3388	DN756_08155		MFS transporter	CDS	0.46393499375430697	0.4686785707963025	2
3389	DN756_09905		electron transport complex subunit E	CDS	0.5528633131109824	0.4157887683872497	2
3390	DN756_09915		SDR family oxidoreductase	CDS	0.49182397194749616	0.4833472647615417	2
3391	DN756_09920		MFS transporter	CDS	0.44981395610352154	0.5332356145756054	2
3392	DN756_09925		exoribonuclease 2	CDS	0.4914952620400064	0.47891720777265967	2
3393	DN756_08145	mdoH	glucans biosynthesis glucosyltransferase MdoH	CDS	0.5843115991269219	0.4456086410964018	2
3394	DN756_08140		glucan biosynthesis protein G	CDS	0.5557715061354455	0.45293527101689457	2
3395	DN756_09940	fsa	fructose-6-phosphate aldolase	CDS	0.48959566236459967	0.4883013253431446	2
3396	DN756_09910		endonuclease III	CDS	0.525795568965596	0.3597092276542951	2
3397	DN756_08160	lpxL	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	CDS	0.4472556645429135	0.503870335101151	2
3398	DN756_08165		hypothetical protein	CDS	0.38480054430610067	0.49387652742516047	2
3399	DN756_08170		hypothetical protein	CDS	0.47415249546018085	0.5750041256871485	2
3400	DN756_09770		MFS transporter	CDS	0.42522351862559876	0.5564089343380071	2
3401	DN756_09775		DNA replication terminus site-binding protein	CDS	0.4197968656219216	0.6012637037046247	2
3402	DN756_09780	fumC	class II fumarate hydratase	CDS	0.5873046926407031	0.4498672838269557	2
3403	DN756_09785		mannose-6-phosphate isomerase	CDS	0.4335514056540641	0.45101273679786147	2
3404	DN756_09790		DUF945 domain-containing protein	CDS	0.4376165539163698	0.4212454333019738	2
3405	DN756_08210		DNA damage-inducible protein I	CDS	0.5006671242487336	0.5208107215199834	2
3406	DN756_08205		hypothetical protein	CDS	0.4780312234433159	0.4245877464811785	2
3407	DN756_08200	bssS	biofilm formation regulator BssS	CDS	0.395304407521002	0.617299223110699	2
3408	DN756_09810		adenosine deaminase	CDS	0.4489026864085314	0.4633492303382958	2
3409	DN756_09815		bile acid:sodium symporter	CDS	0.4429491960986022	0.5605352428780898	2
3410	DN756_09820		oxidoreductase	CDS	0.4331004834914194	0.4743242019830552	2
3411	DN756_08185		DUF2770 domain-containing protein	CDS	0.5231328144756949	0.4211172990751402	2
3412	DN756_08180		AI-2E family transporter	CDS	0.5126255038153992	0.481327044414501	2
3413	DN756_08175		rhodanese-related sulfurtransferase	CDS	0.4875516196284559	0.5671976146269567	2
3414	DN756_09850		L-arabinose isomerase	CDS	0.5339691146657075	0.3913917786317955	2
3415	DN756_09760		ROK family transcriptional regulator	CDS	0.4742588408458938	0.5100489495285674	2
3416	DN756_15650		AlpA family phage regulatory protein	CDS	0.397381348848252	0.5969111078144513	2
3417	DN756_07215	tssJ	type VI secretion system lipoprotein TssJ	CDS	0.5013813646068985	0.45419763531725166	2
3418	DN756_12185		TerC family protein	CDS	0.5651677857476634	0.3645712399088804	2
3419	DN756_14430		alkene reductase	CDS	0.4888158015445253	0.4134964356478057	2
3420	DN756_14435		response regulator	CDS	0.4707889937193896	0.4234239129837704	2
3421	DN756_14440		PAS domain S-box protein	CDS	0.5277828288207601	0.4574095252821825	2
3422	DN756_14445		zinc resistance sensor/chaperone ZraP	CDS	0.42513191471389583	0.5777292361395284	2
3423	DN756_14450		MFS transporter	CDS	0.5256192018235983	0.4482974894265886	2
3424	DN756_14455	xapA	xanthosine phosphorylase	CDS	0.4711137970796783	0.501065742898118	2
3425	DN756_14425		LysR family transcriptional regulator	CDS	0.46415535323516177	0.4761997714185789	2
3426	DN756_14465		LysR family transcriptional regulator	CDS	0.4033647943553775	0.4832938302198897	2
3427	DN756_14480		betaine-aldehyde dehydrogenase	CDS	0.40130225879479775	0.390464948346507	2
3428	DN756_14485	betA	choline dehydrogenase	CDS	0.4524235953278939	0.4708273348098942	2
3429	DN756_14490		Bax inhibitor-1/YccA family protein	CDS	0.4577007460756198	0.5393471358941129	2
3430	DN756_14495	moaE	molybdopterin synthase catalytic subunit MoaE	CDS	0.39945289858248434	0.48798697395446095	2
3431	DN756_14500		molybdopterin synthase sulfur carrier subunit	CDS	0.3725931066170056	0.4914626633890964	2
3432	DN756_14505	moaC	cyclic pyranopterin monophosphate synthase MoaC	CDS	0.3914949470655412	0.47504346298523503	2
3433	DN756_06100		flavohemoprotein	CDS	0.49678054732083293	0.5293665348514086	2
3434	DN756_14510		cyclic pyranopterin monophosphate synthase	CDS	0.42246045484556516	0.4392974648421685	2
3435	DN756_06125	csiE	stationary phase inducible protein CsiE	CDS	0.5110899468638729	0.5305797967601759	2
3436	DN756_06145	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	CDS	0.49298396101244146	0.4716594877888576	2
3437	DN756_14305		HNH nuclease family protein	CDS	0.4858084911946894	0.40609564995608866	2
3438	DN756_06210		autotransporter outer membrane beta-barrel domain-containing protein	CDS	0.39190558328244174	0.5305462720886137	2
3439	DN756_14315		D-lactate dehydrogenase	CDS	0.4011974223115272	0.4642816615837717	2
3440	DN756_14320		D-alanyl-D-alanine endopeptidase	CDS	0.45341307864589986	0.426390495983233	2
3441	DN756_06195		peptidase B	CDS	0.5199916922009452	0.4932489464314115	2
3442	DN756_14330	dusC	tRNA dihydrouridine(16) synthase DusC	CDS	0.4295348142826424	0.4926091012973435	2
3443	DN756_06135		nickel/cobalt transporter	CDS	0.4272858523775248	0.4319498703953387	2
3444	DN756_06175		co-chaperone protein HscB	CDS	0.49018844249521354	0.47648041227533294	2
3445	DN756_14350		IS110 family transposase	CDS	0.4518700319815697	0.43102741411152484	2
3446	DN756_14375		IS630 family transposase	CDS	0.44587532571320887	0.5699916700323953	2
3447	DN756_06170		hypothetical protein	CDS	0.4906663642939464	0.46708235076743043	2
3448	DN756_06165		iron-sulfur cluster assembly accessory protein	CDS	0.5549678566152092	0.4639564286393137	2
3449	DN756_06155		IscS subfamily cysteine desulfurase	CDS	0.526592890946162	0.47792301917948615	2
3450	DN756_06150		Fe-S cluster assembly transcriptional regulator IscR	CDS	0.4958467673922993	0.4968198082641537	2
3451	DN756_14345		DEAD/DEAH box helicase	CDS	0.5586548910589072	0.4918701316872694	2
3452	DN756_14515	yvcK	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	CDS	0.4617378714814984	0.5647187084793176	2
3453	DN756_14520		DNA-binding protein VF530	CDS	0.47803744754907096	0.482294071291368	2
3454	DN756_14525	uvrB	excinuclease ABC subunit B	CDS	0.49543321741899704	0.5083380665952181	2
3455	DN756_14640		3-deoxy-7-phosphoheptulonate synthase AroG	CDS	0.5189488101910915	0.4809329522528366	2
3456	DN756_14650	pnuC	nicotinamide riboside transporter PnuC	CDS	0.4187429608048759	0.42460780402258064	2
3457	DN756_14655	nadA	quinolinate synthase NadA	CDS	0.4112785709990673	0.4577313404511608	2
3458	DN756_14690	cpoB	cell division protein CpoB	CDS	0.5431389554042942	0.45504589977216453	2
3459	DN756_14695		peptidoglycan-associated lipoprotein Pal	CDS	0.5229473242244467	0.4494008971341589	2
3460	DN756_14700	tolB	Tol-Pal system protein TolB	CDS	0.5070515098696738	0.48490964684708715	2
3461	DN756_14625		phosphate-starvation-inducible protein PsiF	CDS	0.42454353917389964	0.572063353365178	2
3462	DN756_14715	tolQ	Tol-Pal system protein TolQ	CDS	0.49645814106285424	0.4977832947879596	2
3463	DN756_05955		L-aspartate oxidase	CDS	0.47718778867727685	0.49447677841063614	2
3464	DN756_05950		tRNA1(Val) (adenine(37)-N6)-methyltransferase	CDS	0.4811954489599314	0.5124821549446515	2
3465	DN756_05940		hypothetical protein	CDS	0.4645987371938459	0.5213063642965846	2
3466	DN756_05935		DUF2974 domain-containing protein	CDS	0.41036423823563484	0.4458888748679884	2
3467	DN756_14745	sucD	succinate--CoA ligase subunit alpha	CDS	0.555916502594306	0.44212068293402945	2
3468	DN756_14750		ADP-forming succinate--CoA ligase subunit beta	CDS	0.561861065489104	0.44081085815511417	2
3469	DN756_14720	ybgC	acyl-CoA thioesterase YbgC	CDS	0.4594478093568456	0.48007720850098895	2
3470	DN756_05985		elongation factor 4	CDS	0.4962894535347084	0.5519881696351936	2
3471	DN756_05995		ribonuclease III	CDS	0.533797523595858	0.5083053627588751	2
3472	DN756_06010		pyridoxine 5'-phosphate synthase	CDS	0.4439231334977685	0.4284856783359172	2
3473	DN756_14530		ABC transporter ATP-binding protein	CDS	0.42312303880604013	0.587902048830115	2
3474	DN756_14535	bioD	ATP-dependent dethiobiotin synthetase BioD	CDS	0.4841482010881959	0.46190264785759605	2
3475	DN756_06075	qseG	two-component system QseEF-associated lipoprotein QseG	CDS	0.48746087396687765	0.5516750662506709	2
3476	DN756_14545	bioF	8-amino-7-oxononanoate synthase	CDS	0.5483132893800651	0.4716289009925384	2
3477	DN756_14550		biotin synthase	CDS	0.477571731794601	0.46910119271601464	2
3478	DN756_14555		adenosylmethionine--8-amino-7-oxononanoate transaminase	CDS	0.40539340661722967	0.48044402721387164	2
3479	DN756_14560		6-phosphogluconolactonase	CDS	0.5126037485051801	0.491357395021835	2
3480	DN756_06045	mltF	membrane-bound lytic murein transglycosylase MltF	CDS	0.44279684634843025	0.5353851860147681	2
3481	DN756_06035	yfhb	phosphatidylglycerophosphatase C	CDS	0.5237304239278121	0.48724244323481736	2
3482	DN756_06030	murQ	N-acetylmuramic acid 6-phosphate etherase	CDS	0.5215920264205146	0.4675797947412738	2
3483	DN756_06025		MurR/RpiR family transcriptional regulator	CDS	0.47038475162952104	0.47182776588281794	2
3484	DN756_14585		multidrug efflux pump-associated protein, AcrZ family	CDS	0.46741094471834	0.4950549031302867	2
3485	DN756_14590		molybdenum-dependent transcriptional regulator	CDS	0.39134988310292484	0.5028391365146017	2
3486	DN756_06020		YfhL family 4Fe-4S dicluster ferredoxin	CDS	0.4750701583871566	0.5294532673301876	2
3487	DN756_06015		holo-ACP synthase	CDS	0.44169309573529764	0.3985507628352043	2
3488	DN756_14300		suppressor of fused domain protein	CDS	0.45421125988704747	0.4599328343405178	2
3489	DN756_14295		GlsB/YeaQ/YmgE family stress response membrane protein	CDS	0.484846687502092	0.4397119675693915	2
3490	DN756_06215		autotransporter outer membrane beta-barrel domain-containing protein	CDS	0.5044771908351166	0.21978496387738336	2
3491	DN756_06225		exotoxin	CDS	0.4791646450404314	0.4609991604612009	2
3492	DN756_06400	baeR	two-component system response regulator BaeR	CDS	0.4649250230332056	0.5001183977476827	2
3493	DN756_13980		coat protein	CDS	0.5772682630018916	0.4712413761011016	2
3494	DN756_06395		DUF1508 domain-containing protein	CDS	0.4681902445543862	0.5421570767520837	2
3495	DN756_13990		phage tail protein	CDS	0.6602415812405246	0.35659494859572105	2
3496	DN756_13995		phage tail protein	CDS	0.5897497037416156	0.362872197820792	2
3497	DN756_06390		U32 family peptidase	CDS	0.4603471663523825	0.5597918058722959	2
3498	DN756_06405	baeS	two-component system sensor histidine kinase BaeS	CDS	0.49684852236597415	0.49179270067511865	2
3499	DN756_14005		ATP-binding protein	CDS	0.5731745869174458	0.4217146983766855	2
3500	DN756_06385	yegS	lipid kinase YegS	CDS	0.4757253434546687	0.4920213561498357	2
3501	DN756_06365	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	CDS	0.5355663737378343	0.5012323680118173	2
3502	DN756_14035		antitermination protein Q	CDS	0.5807384941618906	0.4452550890041269	2
3503	DN756_14040		LexA family transcriptional regulator	CDS	0.4596092000455994	0.42089317442296514	2
3504	DN756_14045		DinI family protein	CDS	0.43537785063697276	0.4497340468576496	2
3505	DN756_14065		MBL fold metallo-hydrolase	CDS	0.4264957458096701	0.5092960015977704	2
3506	DN756_14010		hypothetical protein	CDS	0.484302862918339	0.3498630321547148	2
3507	DN756_06410		MFS transporter	CDS	0.47311553113790544	0.47973181063205456	2
3508	DN756_06415	mdtC	multidrug transporter subunit MdtC	CDS	0.49645419482885356	0.5020125937767821	2
3509	DN756_13955		baseplate J/gp47 family protein	CDS	0.5656118344079125	0.476273567804296	2
3510	DN756_06445		ABC transporter substrate-binding protein	CDS	0.46533702177760006	0.4902503456302092	2
3511	DN756_13875		nucleoid-associated protein	CDS	0.4741247891578262	0.5335345650487519	2
3512	DN756_13880		DUF1414 domain-containing protein	CDS	0.3519493073677391	0.5999420412901281	2
3513	DN756_13885		DUF3413 domain-containing protein	CDS	0.5064421558532182	0.5395225172486418	2
3514	DN756_13895		hypothetical protein	CDS	0.46517533892255214	0.4883116500724017	2
3515	DN756_13900		hypothetical protein	CDS	0.29572881882064855	0.5717586613936045	2
3516	DN756_13905		hypothetical protein	CDS	0.48923645451617914	0.49508277252064586	2
3517	DN756_13910		citrate synthase	CDS	0.4563291274039455	0.4025188424739792	2
3518	DN756_06440		4-aminobutyrate--2-oxoglutarate transaminase	CDS	0.4570620516974679	0.5281623174855055	2
3519	DN756_06435		PLP-dependent aminotransferase family protein	CDS	0.5067336053761191	0.48126283755853483	2
3520	DN756_06430		ABC transporter ATP-binding protein	CDS	0.39581473962705943	0.4487262992971906	2
3521	DN756_13930		6-phospho-beta-glucosidase	CDS	0.5420371600485847	0.45972815764001795	2
3522	DN756_13935		MurR/RpiR family transcriptional regulator	CDS	0.4146905869986247	0.4475664138006246	2
3523	DN756_13945		phage tail protein	CDS	0.5980458859359161	0.35516743360924286	2
3524	DN756_13950		DUF2313 domain-containing protein	CDS	0.5674712172267374	0.44388601452768106	2
3525	DN756_06330		hypothetical protein	CDS	0.42526727063010433	0.5463796517143771	2
3526	DN756_05925		uracil-DNA glycosylase	CDS	0.46783724691222817	0.44408088668758244	2
3527	DN756_14075	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	CDS	0.39291128119707286	0.5336208944763099	2
3528	DN756_14095		TetR/AcrR family transcriptional regulator	CDS	0.4181700718798374	0.5418786737685566	2
3529	DN756_06255		histidine--tRNA ligase	CDS	0.5195525572036989	0.5054278161056103	2
3530	DN756_14210		ABC transporter permease	CDS	0.483235986974294	0.42764316763438703	2
3531	DN756_14215		ABC transporter ATP-binding protein	CDS	0.49418632166506987	0.4495839874820918	2
3532	DN756_14220		ABC transporter permease	CDS	0.4916843744491265	0.4750717850470876	2
3533	DN756_14225		ABC transporter substrate-binding protein	CDS	0.4492034357460102	0.4575355727201738	2
3534	DN756_06250		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	CDS	0.5734562525205273	0.475485591080867	2
3535	DN756_14200		arginine decarboxylase	CDS	0.5137144062428427	0.5218463547416173	2
3536	DN756_14235		aspartate aminotransferase family protein	CDS	0.5211096696250755	0.5058352047493857	2
3537	DN756_14245	urtE	urea ABC transporter ATP-binding subunit UrtE	CDS	0.440034415266294	0.40907615647418205	2
3538	DN756_14250	urtD	urea ABC transporter ATP-binding protein UrtD	CDS	0.4762171647344768	0.47878691634026277	2
3539	DN756_14260	urtB	urea ABC transporter permease subunit UrtB	CDS	0.4016249451233321	0.5178727630887873	2
3540	DN756_14265	urtA	urea ABC transporter substrate-binding protein	CDS	0.5721974969185094	0.4177105034251793	2
3541	DN756_14270		DUF1456 family protein	CDS	0.48320279649635955	0.5328184144123248	2
3542	DN756_14275	phnE	phosphonate ABC transporter, permease protein PhnE	CDS	0.6856513911612189	0.282149609866152	2
3543	DN756_14240		2OG-Fe(II) oxygenase	CDS	0.4884301427312714	0.4916575427864573	2
3544	DN756_06260		hypothetical protein	CDS	0.5271153665560465	0.5089478476387758	2
3545	DN756_14190	yedA	drug/metabolite exporter YedA	CDS	0.4332469223426776	0.43561884909062	2
3546	DN756_06275		AEC family transporter	CDS	0.4723462253319055	0.51406735066929	2
3547	DN756_14100	ompC	porin OmpC	CDS	0.538849002480655	0.26245100544127864	2
3548	DN756_14105		MFS transporter	CDS	0.476080170219215	0.4280074514794314	2
3549	DN756_14110	rcsD	phosphotransferase RcsD	CDS	0.5199178561063844	0.4890987577143165	2
3550	DN756_06325		hypothetical protein	CDS	0.46791004729206465	0.3435270102415246	2
3551	DN756_14120	rcsC	two-component system sensor histidine kinase RcsC	CDS	0.5199511448203419	0.5126146608088347	2
3552	DN756_06320		DUF1240 domain-containing protein	CDS	0.5777895926055548	0.4274906676175455	2
3553	DN756_14130		bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase	CDS	0.4826819787769675	0.49718879682866585	2
3554	DN756_06315		DUF1240 domain-containing protein	CDS	0.4644435021043663	0.5389496164031973	2
3555	DN756_06305		DUF1240 domain-containing protein	CDS	0.43172804158946304	0.4791638364400813	2
3556	DN756_06280		primosomal protein N' (replication factor Y) - superfamily II helicase	CDS	0.45493901431291117	0.4546755855031036	2
3557	DN756_14155	cinA	nicotinamide mononucleotide deamidase-related protein YfaY	CDS	0.4516894180275713	0.49091358112681377	2
3558	DN756_14165	tyrP	tyrosine transporter TyrP	CDS	0.4453706045471255	0.45408409755448453	2
3559	DN756_14170		porin	CDS	0.5515194334473783	0.49375784514516197	2
3560	DN756_14175		catalase	CDS	0.5016888951102696	0.4548256206135057	2
3561	DN756_14180	dinG	ATP-dependent DNA helicase DinG	CDS	0.5327960389983653	0.45882741039037783	2
3562	DN756_14090		nuclear transport factor 2 family protein	CDS	0.49013051525652135	0.5438861699056353	2
3563	DN756_13865		DEAD/DEAH box helicase	CDS	0.5123677285459524	0.4874058545533661	2
3564	DN756_05920	pcp	pyroglutamyl-peptidase I	CDS	0.49304007480872386	0.47170509690724693	2
3565	DN756_14775		succinate dehydrogenase membrane anchor subunit	CDS	0.5113988677373481	0.5291855248459442	2
3566	DN756_15345		phosphatidate cytidylyltransferase	CDS	0.43812216624585615	0.6111936030337688	2
3567	DN756_05440	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha	CDS	0.5834231137408272	0.466529752743304	2
3568	DN756_15355		type VI secretion protein	CDS	0.4724557221625553	0.49065595224724506	2
3569	DN756_15360		hypothetical protein	CDS	0.41776082716533103	0.46989239220500617	2
3570	DN756_15365		hypothetical protein	CDS	0.42993725515809667	0.5141591100388994	2
3571	DN756_15370		hypothetical protein	CDS	0.45761613485238434	0.48837532517921733	2
3572	DN756_05455		cytochrome c	CDS	0.5016965132932785	0.5270823356151652	2
3573	DN756_05410	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	CDS	0.5731639245940109	0.4748527273318841	2
3574	DN756_15385		AlpA family phage regulatory protein	CDS	0.5255220295577874	0.43992694503437696	2
3575	DN756_05390		phosphatidate cytidylyltransferase	CDS	0.5143622934586926	0.530730548978522	2
3576	DN756_15395		hypothetical protein	CDS	0.48785450244626977	0.4290978460919329	2
3577	DN756_15400		hypothetical protein	CDS	0.45337497029836504	0.555390855611002	2
3578	DN756_15405		DUF1983 domain-containing protein	CDS	0.43945182926508275	0.426368398445801	2
3579	DN756_05345		bifunctional uridylyltransferase/uridylyl-removing protein	CDS	0.5366813824625744	0.49986930130562696	2
3580	DN756_15380		hypothetical protein	CDS	0.45910607017422944	0.40733014352339153	2
3581	DN756_05340	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	CDS	0.4759231670145174	0.48879938169974946	2
3582	DN756_05460		Rho-binding antiterminator	CDS	0.46041288114395174	0.5203610942582053	2
3583	DN756_15320		hypothetical protein	CDS	0.48439414938279063	0.49891216517652215	2
3584	DN756_15240		hypothetical protein	CDS	0.5108071535919776	0.42809777027568785	2
3585	DN756_15245		hypothetical protein	CDS	0.5290386950038968	0.4219682744841322	2
3586	DN756_15250		autotransporter outer membrane beta-barrel domain-containing protein	CDS	0.5086461243469521	0.4306624632763335	2
3587	DN756_05510	metN	D-methionine ABC transporter, ATP-binding protein	CDS	0.5044096739548626	0.4982284224396589	2
3588	DN756_15265		cupin domain-containing protein	CDS	0.5604535087570924	0.43930918894293447	2
3589	DN756_05495	rcsF	Rcs stress response system protein RcsF	CDS	0.4516048702992419	0.5093763949533764	2
3590	DN756_05470		YaeQ family protein	CDS	0.5031157677308163	0.4679789787877315	2
3591	DN756_15280	rluF	23S rRNA pseudouridine(2604) synthase RluF	CDS	0.4586707368383899	0.5429204930112257	2
3592	DN756_15290		hypothetical protein	CDS	0.49694343391768	0.5250203286311965	2
3593	DN756_05490	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	CDS	0.46762931182532624	0.481446232271586	2
3594	DN756_05485	proS	proline--tRNA ligase	CDS	0.49001869947245086	0.5497038866154123	2
3595	DN756_05480	nlpE	copper homeostasis/adhesion lipoprotein NlpE	CDS	0.4693291625179506	0.44135768264741454	2
3596	DN756_15310		aldo/keto reductase	CDS	0.5226684230048435	0.5132719447019252	2
3597	DN756_15315		LysR family transcriptional regulator	CDS	0.4509904940080536	0.5320283414410589	2
3598	DN756_15285		DUF4401 domain-containing protein	CDS	0.5074640035988832	0.4511475129793014	2
3599	DN756_05335		DUF3461 family protein	CDS	0.4508661949904229	0.5198260760942089	2
3600	DN756_05330		flavodoxin	CDS	0.49435341530977406	0.4980391496325439	2
3601	DN756_05325	truC	tRNA pseudouridine(65) synthase TruC	CDS	0.47009711782242164	0.5429404498313387	2
3602	DN756_15535		phage tail assembly protein	CDS	0.5229087104071335	0.4929450697045065	2
3603	DN756_15540		phage tail protein	CDS	0.4300241582681543	0.4674774019269758	2
3604	DN756_15545		hypothetical protein	CDS	0.4558029982774524	0.5497316897368683	2
3605	DN756_15550		hypothetical protein	CDS	0.49089426380893625	0.46493843868981644	2
3606	DN756_05290	rlmM	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	CDS	0.5206957998461603	0.5239923765476753	2
3607	DN756_05285		DUF423 domain-containing protein	CDS	0.470338481248526	0.49475730959229103	2
3608	DN756_15530		hypothetical protein	CDS	0.47829198386121186	0.45107147201472375	2
3609	DN756_05280	gcvA	transcriptional regulator GcvA	CDS	0.4242688764131171	0.48214136045874634	2
3610	DN756_05270	csdA	cysteine desulfurase CsdA	CDS	0.4074785155343587	0.4720583695239201	2
3611	DN756_05265	csdE	cysteine desulfurase sulfur acceptor subunit CsdE	CDS	0.4358271150966421	0.48865838388813126	2
3612	DN756_05255		murein transglycosylase A	CDS	0.46976774106978897	0.5149470930287454	2
3613	DN756_05235		N-acetylmuramoyl-L-alanine amidase	CDS	0.46251628397809824	0.4799800289386986	2
3614	DN756_05230		N-acetylglutamate synthase	CDS	0.48359299426991553	0.47458042658217864	2
3615	DN756_15640		hypothetical protein	CDS	0.49097765013109196	0.4600539433859516	2
3616	DN756_15585		DUF4942 domain-containing protein	CDS	0.4926863059766655	0.4624693177191725	2
3617	DN756_15525		zinc ribbon domain-containing protein	CDS	0.4356009741527894	0.4280328360852281	2
3618	DN756_15520		hypothetical protein	CDS	0.6349351021152972	0.38117547513871997	2
3619	DN756_15515		phage tail protein	CDS	0.5082186572254378	0.4727790379360273	2
3620	DN756_08725	proQ	RNA chaperone ProQ	CDS	0.5474328456619948	0.4989861861269579	2
3621	DN756_15445		LexA family transcriptional regulator	CDS	0.4527703306162731	0.47366137490491306	2
3622	DN756_15450		hypothetical protein	CDS	0.43580220818284815	0.5037362747670098	2
3623	DN756_05320		YqcC family protein	CDS	0.40533343344837497	0.4882143205922581	2
3624	DN756_15460		VapC toxin family PIN domain ribonuclease	CDS	0.4368256171974421	0.5258819193193056	2
3625	DN756_15465		DUF2767 family protein	CDS	0.49829141867435583	0.5195589888199342	2
3626	DN756_05315		protein Syd	CDS	0.46289469007522094	0.5257074247137393	2
3627	DN756_05310	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	CDS	0.47368459677965424	0.5087580083619581	2
3628	DN756_05305		LOG family protein	CDS	0.48501334360312814	0.513462255962851	2
3629	DN756_15485		tail fiber assembly protein	CDS	0.47978563578823485	0.43575497565592586	2
3630	DN756_05295		flap endonuclease Xni	CDS	0.49264066393456213	0.45935081764859154	2
3631	DN756_15495		DUF2313 domain-containing protein	CDS	0.49672932919013685	0.5378280747819317	2
3632	DN756_15500		baseplate J/gp47 family protein	CDS	0.5004026005366594	0.45942628778930156	2
3633	DN756_15505		hypothetical protein	CDS	0.5069158003358114	0.5166505574059002	2
3634	DN756_15510		baseplate assembly protein	CDS	0.4746220442888731	0.5284421242082123	2
3635	DN756_15235		Hcp family type VI secretion system effector	CDS	0.5826699531795563	0.3927618563302667	2
3636	DN756_15225		DUF1240 domain-containing protein	CDS	0.517188221643149	0.4985371363720219	2
3637	DN756_05515		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	CDS	0.4957228549727935	0.4682763611279045	2
3638	DN756_05575	gloB	hydroxyacylglutathione hydrolase	CDS	0.4675993113054119	0.5381029513654115	2
3639	DN756_05895	pxpB	5-oxoprolinase subunit PxpB	CDS	0.5357392506611648	0.4986878855323383	2
3640	DN756_14890		IS200/IS605-like element IS1541B family transposase	CDS	0.3004345723900621	0.5146295628486086	2
3641	DN756_05890		type 2 GTP cyclohydrolase I	CDS	0.49441261256150293	0.5601578069360205	2
3642	DN756_05875		DUF1722 domain-containing protein	CDS	0.41938228583121184	0.48929093712786265	2
3643	DN756_05865		DUF2517 family protein	CDS	0.46714475144581186	0.5008350380945966	2
3644	DN756_14915		ROK family transcriptional regulator	CDS	0.3466918618297033	0.32825618577342913	2
3645	DN756_05900		biotin-dependent carboxyltransferase family protein	CDS	0.5392171966459085	0.4736444773679782	2
3646	DN756_14920		HAD-IIA family hydrolase	CDS	0.4487363232099066	0.48578162959852206	2
3647	DN756_05850		potassium-transporting ATPase A chain	CDS	0.5382153512302086	0.45124553535635653	2
3648	DN756_05845		potassium-transporting ATPase subunit B	CDS	0.565077099681921	0.4772920712728864	2
3649	DN756_05840	kdpC	potassium-transporting ATPase subunit KdpC	CDS	0.4835352598401777	0.4968677974957204	2
3650	DN756_14980	ybeY	rRNA maturation RNase YbeY	CDS	0.5083070317757638	0.497050771121075	2
3651	DN756_14985	corC	magnesium/cobalt transporter CorC	CDS	0.5315273199322513	0.490818640603115	2
3652	DN756_14990		apolipoprotein N-acyltransferase	CDS	0.5141509378722459	0.4569597803615827	2
3653	DN756_14925		asparagine synthase B	CDS	0.46423078814529517	0.5848921983477793	2
3654	DN756_14875		beta-N-acetylhexosaminidase	CDS	0.4711007541556543	0.4954273952877812	2
3655	DN756_14870		ferric iron uptake transcriptional regulator	CDS	0.5041978764186362	0.4904137944748893	2
3656	DN756_14865	fldA	flavodoxin FldA	CDS	0.4602636280945272	0.4346505681422682	2
3657	DN756_14780		succinate dehydrogenase cytochrome b556 subunit	CDS	0.4882772172921275	0.5300466986443372	2
3658	DN756_14785		citrate synthase	CDS	0.44217733516114144	0.48316600139337823	2
3659	DN756_05915		DUF979 domain-containing protein	CDS	0.4784563736806968	0.4829030852051155	2
3660	DN756_14795		NAD(+) kinase	CDS	0.46959559708131166	0.47941371442160213	2
3661	DN756_14800	recN	DNA repair protein RecN	CDS	0.49453488135390555	0.5215380060208005	2
3662	DN756_05910		DUF969 domain-containing protein	CDS	0.500183250477508	0.46359718384981885	2
3663	DN756_14810		RnfH family protein	CDS	0.49408132629260704	0.44429947130002906	2
